x_0,x_1,y
0.5479120971119267,-0.12224312049589536,1.732034944120711
0.7171958398227649,0.3947360581187278,0.9519115663980803
-0.8116453042247009,0.9512447032735118,-1.937860531443171
0.5222794039807059,0.5721286105539076,-1.5347437010194758
-0.7437727346489083,-0.09922812420886573,-2.355419922863821
-0.25840395153483753,0.8535299776972036,-1.4111103215388625
0.2877302401613291,0.64552322654166,-0.9750922465603266
-0.11317160234533774,-0.5455225564304462,1.9372592822321666
0.1091695740316696,-0.8723654877916494,3.055854175836238
0.6552623439851641,0.2633287982441297,0.7668461795555866
0.5161754801707477,-0.2909480637402633,2.358204693027128
0.9413960487898065,0.7862422426443954,0.09812293761608426
0.5567669941475237,-0.6107225842960649,2.80827686834112
-0.06655799254593164,-0.9123924684255424,1.5535536814352708
-0.6914210158649043,0.36609790648490925,-1.1032282426661815
0.48952431181563427,0.93501946486842,-0.6837385212642485
-0.3483492837236961,-0.25908058793026223,1.4903403675542473
-0.06088837744838416,-0.6210572818314286,1.287485013989901
-0.7401569893290567,-0.04859014754813251,0.37819056149932095
-0.5461813018982318,0.3396279893650207,-0.9912760725436522
-0.12569616225533853,0.6653563921156749,-1.0739511138148186
0.40053020400449824,-0.37526671723591787,2.480582680500407
0.6645196027904021,0.6095287149936037,-2.0475981982509612
-0.22504324193965108,-0.4233437921395118,-0.1748279857353885
0.364991007949951,-0.7204950327813804,0.8237956760698908
-0.6001835950497834,-0.985275460497989,-0.46324879390211016
0.5738487550042768,0.32970171318406427,-0.2638191115190285
0.4103307572526702,0.5614580620439358,0.5368485328925391
-0.08216844892332009,0.13748239190578748,-0.1420172991174698
-0.7204060037446851,-0.7709398529280531,1.5192637840532732
0.3368059235809433,-0.057807587713734954,2.041638595719206
0.13047221296237765,0.5299977148320512,0.898162915565967
0.2694366400011816,0.10715880131599165,0.48598110264305877
0.11841432149082709,-0.3920998038747756,2.7561998188097756
-0.9383643308641212,-0.12656522153527527,-0.09310722935946143
-0.5708306543609416,-0.1829427125507277,-0.5423434530869483
0.7068061465363322,-0.5321210282693185,1.676647850876234
-0.883394516621868,-0.4372322159560069,-0.9894665972748704
-0.41281248446663277,0.3238330294537901,-1.4486123971078655
0.11406430468255668,0.567796418212827,-0.8795452198175264
0.3286270806547751,-0.18722627711985895,2.0066646542730946
0.6280407693320693,-0.6660541601845922,4.180918920867238
-0.954575853732279,-0.8199042784487165,-0.1969488122118861
0.4447187011929006,-0.07624553949722523,1.49003724844727
-0.6774564419327964,0.0020895502067270755,-1.222179481503785
-0.6953757945736632,0.39264075015547206,-0.5059602064214053
-0.1076874488519386,-0.23795754780703504,0.7371409960744049
-0.39697582170424695,0.2605651862377769,-2.2490120200273314
-0.27637477889321915,-0.824700161367798,2.8013225354108613
-0.7639881957589694,0.9237953290990291,-2.7165795667657586
0.8171613814152141,0.3994142676214991,-0.015567392201338737
-0.46826007708096085,0.9383527546954478,-2.914717997761546
0.5575018079315892,0.4337803783179912,-0.4643422253919487
-0.10127699571242266,-0.45551687630968196,1.7376471976018584
-0.8072180756930014,0.8052047930876833,-2.1068720028047734
-0.08844742033277786,-0.5952732704095394,1.930761122768782
-0.388086751698695,0.15843913788379194,0.1569568264625648
-0.6464544341215366,0.713228568184751,-0.25224991496287186
0.5170390596704202,0.4389259119018736,-0.20359891499770627
-0.13581392044979257,0.2546176814048864,-1.6219071001052972
0.16819593782547115,0.29969320310964,1.1360319481781742
-0.8311113577202218,-0.16838519565878074,-0.325829138499915
-0.916771652276215,-0.012018361510962139,0.7218575153230862
-0.34027757533442937,-0.7109516222679062,1.9650027823838534
-0.7931940645548967,0.1752891443554241,-0.7749098834690898
-0.6588140629262278,0.8502402367535944,-1.5105186423871215
0.16212227940078994,-0.30626039093032587,3.225655621387741
0.1818309829628335,-0.954392257940605,4.667596027897797
0.9171184264828907,-0.035393126114199536,1.5572858138440684
0.5654704545005724,-0.8345400001551229,2.8947410481278935
-0.026683338323679306,-0.01858601129095816,1.5867288417246226
0.8756529099499657,0.14345610475215076,0.243079667678317
-0.053021197886092386,-0.46604867381621284,1.7121465223645884
-0.33686200531489563,0.041344804943075575,0.054585536845096816
-0.12217707938990663,-0.9567758402393391,2.6052828125463257
0.6525838483887156,0.7923215436795334,-1.265428044919757
